Blog	groups	ashtray	stretching	sum	indians	adventure	rightly	cell	reviewing	tstyle	reverse	statements	chilling	existent	sleepy	fortunately	typically	settle	exit	lone	behave	compositions	bastards	canned	pagination	jacob	reflective	legit	eleven	exclusively	spending	rival	wings	license	norm	encourage	haircut	emerge	actors	beg	honored	closet	outfits	pr	collector	whore	teenagers	leisure	mob	ali	marry	hopeful	jobs	knocking	westerns	pleased	females	elliot	someday	cutting	ken	historic	harris	meditation	insane	chant	myth	challenge	passive	longing	curse	lenny	jewelry	ducks	supreme	joan	graduation	nigel	recordings	pedal	security	tale	butter	redhead	spice	oklahoma	html	ringing	combine	army	sentiments	funk	cuff	violence	orbit	producer	ariel	switched	snakes	careless	equation	arriving	larger	syd	trivia	sharp	quit	critic	benefits	norton	colbert	glen	industry	clue	appeared	rivers	shaking	recipe	expanded	undoubtedly	endings	dancer	sailing	viewed	jurado	drove	kil	sheen	cassettes	steam	twigs	rockabilly	pummeling	reminder	sensibility	practically	lame	grande	resulting	chatter	afghan	remembering	breathtaking	carl	alps	happiness	buying	carrie	careers	dual	bucks	origins	quintessential	infinite	andrews	sunny	tower	chapters	ipod	immortal	ma	historically	cinema	escaped	abuse	powered	eric	argue	lip	approaches	schools	cramps	ash	blogged	gentleman	caring	downs	cos	appropriate	attempting	accepting	mo	eliminate	polar	cornell	flash	christian	leaning	electricity	strongly	grief	polite	responsible	rebellion	fake	rides	implies	ha	melvins	remove	plethora	gained	bundle	mc	crashed	astronaut	celebrate	fists	patient	knowledge	pulled	wives	symphony	laundry	instinct	spiritualized	mister	allow	landed	minority	futuristic	catches	surprises	claimed	index	railroad	fictional	luke	importance	aquarium	daddy	neighbors	fourteen	dime	kim	sports	delay	loser	slower	kramer	gutter	grinding	pro	gods	vocabulary	movies	goal	mondays	birth	mould	partnership	skinny	upcoming	grandfather	delivering	groundbreaking	jacuzzi	skills	announcement	insanely	sprawling	lucas	discography	served	humming	ashley	idiots	crows	truckers	subsequently	amused	effortlessly	haze	additions	flourishes	mccarthy	heath	execution	formed	tons	analysis	winding	percentage	evokes	donuts	impress	outlet	zone	surviving	julian	complain	wheels	palace	edward	shaped	ratio	tones	ry	cred	trapped	puppets	simpson	insert	consume	zeppelin	virtue	eps	nostalgic	alaska	bend	swallowed	accidentally	hallelujah	russia	directed	misery	greg	bizarre	dean	exhausting	eccentric	formerly	clicks	accurate	crashes	mod	rarity	goodies	kenny	shannon	pros	categories	majority	audible	cosmic	euro	proven	product	remedy	elliott	problematic	amongst	slate	blew	expert	tribe	circus	vox	iris	ny	ye	crushed	cartoon	parties	university	hyper	sidewalk	jan	trials	promised	wisconsin	grape	victims	matched	graphic	booker	umbrella	eternal	junior	swamp	oil	drake	originality	apartment	potter	marianne	explosive	dum	lily	chromatics	magnet	disgusting	pockets	stanley	assured	oldham	illustrated	legend	ads	logo	continent	noir	respond	tribal	sites	barnes	delivery	impression	health	info	chairs	los	straw	directors	desk	simone	thin	cheaper	thrive	allen	maiden	elite	ab	combined	venue	jonny	nothings	emergency	axis	studied	necessity	bush	confirm	newest	walker	shades	windows	realistic	handy	mystic	correct	palmer	eden	sans	observed	coachella	gimmick	fashioned	traded	titus	ellis	couch	bean	bursts	labor	quietly	featured	tease	species	louise	guessed	reviewer	experimental	ms	overhead	breakdown	drifting	amy	finest	northwest	babes	lonesome	owls	korea	bow	swords	confidence	suzanne	observations	trumpet	pile	hating	reflects	websites	horribly	cheating	sufjan	intensity	advantage	engage	zombie	laced	moore	wears	tremendous	winners	songwriters	concise	temptation	entering	jefferson	casey	veteran	coincidentally	distorted	riding	worlds	germans	lang	manning
THIS CHARMING YAN	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2	1	4	1	0	1	0	0	0	7	0	0	2	4	1	1	0	0	1	0	0	5	0	0	0	1	0	3	1	0	1	1	0	0	0	0	1	0	0	2	0	0	1	2	2	0	0	3	0	2	2	1	0	2	2	0	0	0	1	0	3	1	0	1	3	0	0	0	0	1	0	0	0	0	2	1	11	0	1	0	3	0	1	0	1	1	2	0	6	0	0	3	2	0	0	13	1	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	3	0	0	1	2	0	1	0	0	0	2	0	0	1	2	1	0	0	0	0	12	0	8	1	0	0	0	0	6	0	0	0	0	1	2	1	7	2	4	0	0	0	0	2	0	0	0	0	0	0	3	1	2	0	0	3	0	1	2	0	1	0	1	0	10	0	0	2	2	0	0	0	1	0	0	2	0	1	0	0	2	1	0	0	1	0	3	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	3	4	0	2	0	0	3	2	0	0	0	0	2	0	0	0	0	3	3	0	0	0	3	0	2	0	1	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	1	1	3	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	10	3	8	5	2	2	1	0	0	1	0	0	2	3	0	0	0	0	4	0	0	0	1	8	1	0	1	3	0	1	3	1	0	0	5	0	0	0	0	1	27	3	0	0	0	0	0	1	9	0	2	2	1	0	2	0	0	1	3	2	1	0	0	0	1	0	0	1	1	1	2	0	0	4	1	1	0	0	1	0	0	0	1	1	10	0	0	0	0	1	1	0	2	1	2	8	0	1	0	0	7	0	0	3	0	2	2	0	0	1	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	1	0	1	0	0	2	0	6	1	0	0	0	0	0	1	0	5	0	0	1	0	1	3	0	0	0	0	3	2	0	0	0	1	3	1	0	0	0	0	2	0	0	1	0	3	0	0	0	1	0
Rants from the Pants	2	0	0	0	1	1	0	3	0	0	1	1	0	1	0	1	0	0	3	0	2	0	1	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	2	0	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	3	0	0	4	2	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	1	0	1	2	2	0	0	0	3	0	3	0	0	4	0	3	0	0	0	0	0	0	2	0	4	2	3	0	1	1	0	0	1	6	1	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	2	0	3	2	1	2	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	3	7	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0
SEM REGRAS	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	22	0	0	5	0	0	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	1	0	0	6	2	0	0	0	0	0	1	0	1	0	1	0	0	0	9	0	1	0	1	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	12	4	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	1	7	0	0	4	0	0	0	0	0	0	0	0	13	9	0	1	0	0	0	0	0	0	1	0	2	0	3	8	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	12	1	0	0	7	0	0	1	0	0	1	1	0	0	0	0	0	0	0	10	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	3	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	1	4	0	0	0	4	0	0	0	1	0	0	0	0	3	2	0	0	10	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	6	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	14	1	5	3	0	0	0	0	1	0	4	2	2	0	0	0	0	0	0	0	1	0	4	0	30	0	0	0	0	0	1	3	0	4	12	2	0	0	0	8	0	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	6	1	0	0	0	0	3	0	8	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
INDIEohren.!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mile In Mine	4	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	4	0	0	0	1	4	2	0	0	3	1	1	1	1	8	1	1	0	0	0	0	0	10	1	0	0	1	2	0	0	1	0	0	1	2	0	4	0	0	3	2	0	1	1	0	1	3	0	1	0	3	3	1	3	1	0	1	1	0	0	0	0	2	0	4	10	2	0	0	0	0	0	1	0	0	1	0	3	0	7	0	0	0	0	2	1	1	0	0	3	0	0	0	1	0	0	9	1	2	2	2	1	0	0	0	1	0	3	0	4	0	0	0	1	0	0	0	0	1	0	12	4	0	0	0	1	2	0	0	5	1	9	1	1	3	0	0	3	0	1	1	7	0	5	2	0	0	1	3	0	0	3	1	0	3	0	1	1	0	2	0	0	0	0	2	0	0	2	0	2	3	0	1	0	5	0	3	0	5	0	0	1	0	0	0	0	0	3	0	0	0	4	0	7	12	1	1	1	5	0	0	2	1	0	4	0	2	0	0	0	4	0	2	0	0	5	0	1	1	2	1	0	0	0	0	0	2	3	0	10	7	0	11	0	0	4	4	2	1	0	0	3	1	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	2	0	1	1	0	0	3	3	0	2	0	0	2	1	0	0	0	0	3	1	0	0	0	0	0	1	5	0	3	1	0	0	1	6	1	0	1	0	1	3	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	5	1	0	0	0	0	0	0	1	0	1	0	2	14	0	0	0	2	0	0	2	2	1	6	0	1	1	2	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	3	0	3	1	1	1	0	2	0	0	4	1	0	0	0	4	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	3	1	0	0	0	0	0	0	2	2	3	7	7	4	0	2	2	2	0	1	14	1	2	0	2	2	4	0	0	0	0	1	1	3	3	0	0	7	0	3	0	1	0	0	2	3	1	2	0	2	2	0	0	2	3	2	0	0	0	0	1	1	3	0	0	0	0
Pop Tones	3	1	1	7	0	0	6	0	0	0	5	3	3	0	1	4	1	2	0	2	1	4	0	1	0	0	0	0	0	3	3	5	0	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	2	1	0	2	3	0	1	2	0	0	2	3	1	2	4	3	1	1	2	4	0	2	2	1	0	0	7	4	3	2	2	0	1	5	1	0	1	2	0	0	1	1	0	5	0	14	0	19	0	0	0	1	1	1	3	2	0	2	0	8	0	2	0	0	12	0	9	0	5	0	3	0	0	0	1	2	0	0	0	0	0	0	6	0	0	3	6	1	0	0	2	2	0	0	0	2	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	3	17	2	2	0	1	4	0	0	1	0	0	0	0	1	0	1	3	3	1	2	2	1	0	2	9	0	1	2	3	0	2	1	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	4	0	1	0	0	0	0	0	1	0	1	0	0	0	3	0	1	2	0	2	0	0	0	0	1	2	6	1	1	2	0	0	0	1	0	0	30	1	0	1	4	0	0	0	0	1	2	0	1	2	1	3	0	0	1	0	0	0	0	10	0	0	2	1	0	2	2	4	0	5	1	7	1	2	4	0	0	0	3	0	4	4	1	0	1	0	0	5	0	1	1	0	0	0	0	1	2	2	6	3	1	0	2	0	1	10	1	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	14	10	0	2	3	2	6	0	0	3	0	5	1	2	1	0	0	0	0	0	0	1	2	3	1	0	0	0	3	5	0	0	1	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	2	1	0	0	1	0	0	2	1	0	1	16	0	0	2	2	13	0	0	4	0	0	5	0	1	0	1	0	5	2	0	1	3	2	33	1	0	1	2	1	0	0	1	2	0	0	0	2	0	4	6	0	0	0	0	1	1	1	3	2	0	1	0	0	0	8	1	0	2	0	7	3	1	0	0	0	3	0	1	2	0	1	1	0	0	0	1	0	2	1	1	3	0	1	0	2	0	3	8	1	1	2	1	1	1	3	2	3	2	2	0	0	0
The Power of Independent Trucking	3	0	2	0	0	0	0	0	1	2	1	1	1	0	0	1	3	1	11	1	0	2	1	1	1	0	0	2	0	6	5	0	0	3	1	2	0	0	0	1	4	0	0	0	9	2	1	0	0	0	1	0	3	1	0	1	0	1	3	3	5	0	0	0	2	0	2	5	0	0	1	0	0	4	2	5	0	0	46	2	1	0	0	0	0	0	0	0	1	1	0	2	1	0	2	33	0	1	0	0	0	0	0	2	0	2	7	3	3	0	0	0	3	6	2	0	6	1	4	0	0	2	0	0	0	0	1	2	5	1	0	3	2	0	2	0	1	0	11	2	0	2	0	0	0	0	1	2	1	2	6	0	0	0	0	1	0	0	4	0	0	1	1	9	1	0	10	2	0	1	0	0	0	18	1	0	0	0	3	2	0	5	1	1	0	2	1	0	0	7	1	0	3	0	5	2	3	2	0	4	0	1	0	1	0	0	3	0	0	6	9	0	0	1	1	1	0	7	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0	18	3	0	7	0	4	2	0	2	1	0	0	0	3	11	2	14	3	2	8	0	1	2	0	4	3	0	2	0	16	2	1	0	0	1	0	10	0	0	1	4	1	1	0	0	21	1	1	0	0	1	0	0	2	0	2	0	3	0	5	1	0	4	0	1	0	0	2	0	2	0	3	0	11	1	0	0	0	1	0	0	0	0	3	3	1	1	0	3	2	3	0	0	2	0	0	9	0	1	11	9	0	0	1	11	0	1	0	15	0	2	1	0	8	3	0	1	1	1	0	6	10	0	0	5	1	6	2	4	1	5	1	0	0	3	0	1	0	7	1	5	0	0	2	0	1	0	61	1	0	2	2	5	2	3	0	0	1	0	2	0	5	0	4	1	0	9	0	1	2	0	8	0	2	0	1	0	0	0	0	1	3	0	0	3	3	1	0	0	0	0	0	0	5	0	0	0	6	0	1	1	0	0	1	1	1	7	0	0	0	0	2	3	49	0	1	1	0	1	3	1	1	2	0	0	11	2	0	4	0	1	10	1	1	0	2	5	7	0	0	1	3	0	0	1	1	0	0	1	2	0	2	1	1	0	14	2	1	0	0	1	0	3	4	0	0	0
Did Not Chart	2	0	1	1	0	5	8	0	0	0	0	3	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	1	3	2	0	2	2	0	1	6	0	0	2	0	0	0	1	1	0	7	1	0	1	4	0	2	3	0	4	0	1	1	1	0	0	0	0	2	1	3	3	2	3	1	0	0	0	0	0	0	0	28	2	2	1	1	0	2	1	0	4	2	0	1	47	0	3	0	7	2	1	0	0	0	0	2	7	1	8	3	0	0	0	1	0	10	1	3	0	1	1	0	0	0	0	0	0	7	3	0	0	2	4	0	1	0	5	0	0	0	0	0	0	0	1	1	3	0	1	30	1	1	1	2	0	0	0	0	4	2	0	1	0	0	0	6	1	1	0	5	2	0	0	0	2	0	0	2	0	0	1	1	0	0	6	0	0	0	0	5	0	0	6	0	0	1	2	0	0	0	1	0	1	0	0	2	1	1	0	2	1	0	3	2	0	3	1	4	0	0	1	0	0	0	0	0	4	0	0	0	1	1	0	10	0	0	0	2	2	0	6	0	1	1	0	0	9	0	0	1	0	1	1	0	3	0	0	0	0	3	1	3	1	0	0	3	4	2	0	1	0	0	0	0	0	4	0	0	6	2	0	9	0	1	0	0	1	0	0	0	0	0	8	2	0	1	0	3	1	1	2	0	1	1	0	1	0	0	0	14	1	0	3	0	3	0	1	0	5	5	3	8	0	4	2	0	3	0	10	1	1	0	0	0	0	0	0	1	1	0	3	0	1	1	2	0	4	1	1	1	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	1	3	6	0	0	0	0	1	10	3	0	0	4	1	0	0	4	1	2	0	0	3	1	7	0	0	1	1	0	1	0	5	12	0	0	2	0	0	1	8	0	0	0	0	1	0	5	1	1	5	0	1	1	0	3	1	0	3	1	0	0	0	1	0	0	1	0	0	0	0	7	4	0	0	7	1	2	5	0	0	1	0	2	13	0	0	2	0	0	4	0	3	0	1	0	0	1	0	1	0	1	0	5	0	1	1	0	1	1	0	3	3	0	0	0	0	0	0	0	1	1	0	0	0	0
Desolation Row Records	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	1	7	0	0	0	0	0	0	0	6	0	0	0	1	4	0	0	0	0	4	0	4	0	0	1	0	0	0	0	2	2	0	0	5	3	0	2	0	0	3	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	2	1	0	1	3	0	1	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	5	4	0	0	2	0	0	0	0	8	0	0	2	0	0	2	0	1	1	0	2	1	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	4	1	1	0	20	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0	2	13	0	0	0	0	0	12	0	1	0	0	2	0	0	15	6	1	0	0	1	0	2	0	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
sweeping the kitchen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tremble Under Boom Lights	8	5	3	4	0	0	1	13	7	2	3	1	8	9	4	2	2	3	18	10	0	2	0	3	1	0	1	1	2	6	12	1	7	8	6	1	5	2	2	1	0	10	6	0	13	2	8	1	3	0	2	1	8	4	0	14	0	1	5	6	3	5	2	0	8	1	3	14	1	3	5	8	3	2	7	1	2	0	29	17	34	5	7	0	1	0	3	4	0	12	1	18	4	1	17	4	0	5	1	4	2	3	8	1	3	3	6	2	3	20	1	1	8	6	20	4	2	1	0	1	1	1	1	10	0	30	1	0	4	0	0	5	3	4	1	4	19	5	1	2	0	6	6	2	2	8	28	2	2	1	5	1	13	4	0	7	8	2	19	2	2	0	1	0	2	5	19	9	2	2	4	3	1	0	7	4	1	2	14	3	3	2	1	3	2	5	3	3	5	10	0	4	11	0	21	5	0	7	24	6	8	2	0	44	8	0	10	5	3	18	49	2	4	7	1	22	3	1	8	0	0	6	4	4	2	0	0	1	16	0	2	4	2	0	15	27	9	5	1	2	0	0	8	4	0	12	12	0	4	0	2	3	17	1	1	2	8	7	3	6	2	5	3	18	1	1	7	1	2	3	2	2	1	4	1	0	2	5	6	11	1	3	5	0	12	2	6	3	0	9	9	5	2	4	6	2	9	0	4	0	5	3	7	1	4	0	0	1	0	3	2	7	0	2	8	0	12	1	4	0	1	7	0	4	1	3	2	3	2	0	2	2	8	6	4	20	11	12	2	2	4	7	3	14	4	1	2	11	0	2	0	15	5	12	8	2	4	0	0	16	2	1	15	4	0	0	1	6	8	5	13	10	1	13	21	0	6	0	2	0	2	3	2	1	6	1	6	7	5	33	3	1	7	2	1	4	12	11	5	19	8	19	0	0	17	0	10	3	2	3	0	1	3	3	11	0	0	14	3	3	0	5	1	2	6	3	9	0	1	3	10	1	0	2	0	2	4	3	5	3	1	23	2	2	5	2	30	6	1	0	3	1	3	2	3	19	0	4	2	1	0	1	1	1	1	0	2	0	3	2	18	1	0	1	0	1	0	6	10	4	6	2	10	0	1	4	1	1	4	2	4	1	1	1	0	6	4	4	0	2
Doginasweater's Music Reviews (And Other Horseshit)	38	1	2	3	0	4	2	1	11	0	1	1	1	0	2	1	5	0	2	6	0	7	2	1	0	0	0	0	3	1	2	0	1	0	2	0	0	0	2	1	0	4	8	0	3	0	3	3	1	0	0	0	0	1	2	5	2	0	2	0	0	0	3	0	5	0	0	1	0	0	1	0	3	4	1	2	0	0	51	4	0	1	2	2	0	0	0	0	11	2	0	11	0	0	0	5	0	2	13	0	2	0	2	6	5	3	1	2	0	2	0	1	7	3	5	5	4	4	0	4	2	3	1	1	8	0	6	10	3	0	2	1	3	3	5	1	0	0	0	0	9	0	0	0	2	2	14	3	5	1	5	2	0	0	0	9	0	0	1	0	0	1	0	0	0	0	22	15	2	0	0	2	2	1	5	0	1	0	0	2	1	2	0	0	0	2	4	1	1	7	1	0	10	0	14	0	1	3	2	0	0	2	0	9	0	0	1	0	0	6	1	1	1	2	2	5	0	3	1	2	0	5	0	1	0	0	5	0	1	2	1	6	1	3	4	4	1	2	5	0	1	0	5	2	3	8	0	0	3	1	0	2	2	0	0	16	10	4	0	1	1	0	3	4	0	9	1	1	2	2	0	0	1	2	1	1	0	0	11	8	1	1	2	0	0	1	2	1	0	0	5	1	14	2	2	0	1	0	3	1	1	0	6	1	3	0	26	3	2	5	0	1	0	0	0	0	17	2	0	0	1	12	1	5	1	1	0	0	5	1	3	1	2	2	2	0	1	6	0	5	0	10	0	3	1	3	1	0	0	0	2	3	3	8	0	0	0	0	2	0	3	6	0	1	0	0	0	1	5	3	5	6	5	0	0	0	0	0	4	5	2	0	1	0	0	16	0	3	0	0	0	0	0	1	1	0	4	18	0	2	5	0	0	0	0	0	10	0	0	2	0	1	0	9	2	4	3	0	0	0	1	5	0	37	3	7	8	0	2	0	2	0	0	0	0	0	6	2	1	1	1	4	0	4	0	1	19	0	0	0	4	3	9	5	0	2	1	1	10	8	2	1	0	0	0	2	0	1	0	0	8	0	1	0	0	0	3	3	0	0	1	3	10	6	1	0	9	0	0	2	3	3	1	0	9	7	5	2	0	1
